Unnamed: 0,Price,Number of Bedrooms,WC,Latitude,Longitude,Agency,Property Type,Transaction Type,Status,Zone,Parish,County,Region,Number of Rooms,Typology,Floor area sq meter,Land area sq meter,Energy certification,vista,renovado,renovação,parqueamento,garagem,obras,remodelado,remodelação,com elevador,box,arrenda,arrendamento,inquilin,financiamento,logradouro,R/C,country,suburb,road,municipality,state,postcode
156,100000,0.0,0.0,38.80653,-9.182011,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Lote,Venda,N/D,N/D,N/D,Odivelas,Lisboa,0.0,0,415,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Portugal,Not found,Rua Sá de Miranda,Odivelas,Not found,2620-297
157,135000,3.0,2.0,38.7918910756,-9.1829395294,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Apartamento,Venda,Usado,Odivelas Metro,Odivelas,Odivelas,Lisboa,4.0,3,77,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Portugal,Not found,Rua Combatentes do Ultramar,Odivelas,Not found,2675
158,34800,0.0,0.0,38.7918910756,-9.1829395294,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Loja,Venda,Usado,Chapim,Odivelas,Odivelas,Lisboa,1.0,0,31,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Combatentes do Ultramar,Odivelas,Not found,2675
159,27000,0.0,1.0,38.7918910756,-9.1829395294,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Garagem,Venda,Usado,Arroja,Odivelas,Odivelas,Lisboa,1.0,0,16,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Combatentes do Ultramar,Odivelas,Not found,2675
160,100000,0.0,0.0,38.7918910756,-9.1829395294,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Lote,Venda,N/D,Arroja,Odivelas,Odivelas,Lisboa,0.0,0,710,710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Combatentes do Ultramar,Odivelas,Not found,2675
161,68000,2.0,1.0,38.7918910756,-9.1829395294,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Apartamento,Venda,Usado,N/D,Odivelas,Odivelas,Lisboa,3.0,2,65,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Combatentes do Ultramar,Odivelas,Not found,2675
162,200000,1.0,2.0,38.7918910756,-9.1829395294,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Moradia,Venda,Usado,N/D,Odivelas,Odivelas,Lisboa,2.0,0,83,141.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Portugal,Not found,Rua Combatentes do Ultramar,Odivelas,Not found,2675
163,107000,2.0,1.0,38.7918910756,-9.1829395294,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Apartamento,Venda,Usado,Odivelas,Odivelas,Odivelas,Lisboa,3.0,2,64,0.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Combatentes do Ultramar,Odivelas,Not found,2675
164,50000,0.0,0.0,38.7918910756,-9.1829395294,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Loja,Venda,Usado,Odivelas Centro,Odivelas,Odivelas,Lisboa,0.0,0,41,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Combatentes do Ultramar,Odivelas,Not found,2675
165,55000,0.0,0.0,38.7918910756,-9.1829395294,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Lote,Venda,N/D,N/D,Odivelas,Odivelas,Lisboa,0.0,0,260,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Combatentes do Ultramar,Odivelas,Not found,2675
166,55000,0.0,0.0,38.7918910756,-9.1829395294,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Lote,Venda,N/D,N/D,Odivelas,Odivelas,Lisboa,0.0,0,260,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Combatentes do Ultramar,Odivelas,Not found,2675
167,82000,0.0,0.0,38.8022506,-9.1913586,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Terreno,Venda,N/D,N/D,Ramada e Caneças,Odivelas,Lisboa,0.0,0,540,540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
168,93150,0.0,2.0,38.8022506,-9.1913586,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Loja,Venda,Usado,N/D,Ramada e Caneças,Odivelas,Lisboa,0.0,0,41,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
169,45000,0.0,0.0,38.7918910756,-9.1829395294,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Loja,Venda,Usado,Chapim,Odivelas,Odivelas,Lisboa,0.0,0,30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Combatentes do Ultramar,Odivelas,Not found,2675
170,117500,0.0,0.0,38.8022506,-9.1913586,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Lote,Venda,N/D,N/D,Ramada e Caneças,Odivelas,Lisboa,0.0,0,411,411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
171,300000,0.0,0.0,38.8022506,-9.1913586,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Terreno Para Construção,Venda,N/D,Ramada,Ramada e Caneças,Odivelas,Lisboa,0.0,0,1193,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
172,125000,0.0,0.0,38.8022506,-9.1913586,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Terreno Para Construção,Venda,N/D,Ramada,Ramada e Caneças,Odivelas,Lisboa,0.0,0,225,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
173,95000,0.0,1.0,38.8022506,-9.1913586,Herminia Azenha,Loja,Venda,N/D,N/D,Ramada e Caneças,Odivelas,Lisboa,0.0,0,80,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
174,319500,3.0,2.0,38.7652604107,-9.1571044921,"ERA Lumiar - Cardoso & Marco - Sociedade de Mediação Imobiliária, Lda - AMI 6615                ",Apartamento,Venda,Usado,N/D,Lumiar,Lisboa,Lisboa,4.0,3,93,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Portugal,Lumiar,Rua José da Costa Pedreira,Not found,Not found,1750-147
175,390000,4.0,2.0,38.6976537,-9.2045445,"ERA Belém / Restelo - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Duplex,Venda,Novo,Pedrouços,Belém,Lisboa,Lisboa,0.0,0,127,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Portugal,Belém,Largo dos Jerónimos,Not found,Not found,1400-209
176,265000,2.0,1.0,38.751271984260796,-9.20268058773081,"ERA Benfica - Houseview – Sociedade de Mediação Imobiliária, Lda - AMI 7868                ",Apartamento,Venda,Usado,À Av. Uruguai,Benfica,Lisboa,Lisboa,3.0,2,74,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Portugal,Benfica,Estrada de Benfica,Not found,Not found,1500-109
177,200000,3.0,1.0,38.7418332673775,-9.10697937005432,"ERA Alvalade / Campo Grande - Próxima Casa S.M.I. , Lda - AMI 6626                ",Apartamento,Venda,Novo,Marvila,Marvila,Lisboa,Lisboa,4.0,3,87,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Marvila,Rua da Quinta do Marquês de Abrantes,Not found,Not found,1950-363 MARVILA
178,415000,3.0,2.0,38.7100523,-9.1590861,"ERA Marquês de Pombal - Eça e Martins - Mediação Imobiliária, Lda - AMI 10537               ",Apartamento,Venda,Novo,N/D,Estrela,Lisboa,Lisboa,4.0,3,84,330.0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Portugal,Estrela,Rua das Trinas,Not found,Not found,1200-857
179,230000,1.0,1.0,38.6976537,-9.2045445,"ERA Alcântara / Ajuda - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Apartamento,Venda,Novo,Belém,Belém,Lisboa,Lisboa,0.0,1,37,0.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Portugal,Belém,Largo dos Jerónimos,Not found,Not found,1400-209
180,310000,4.0,2.0,38.705430649805,-9.179259538640961,"ERA Alcântara / Ajuda - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Duplex,Venda,Usado,Alcântara,Alcântara,Lisboa,Lisboa,0.0,0,90,0.0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Portugal,Alcântara,Rua dos Lusíadas,Not found,Not found,1300-366
181,159000,2.0,1.0,38.751271984260796,-9.20268058773081,"ERA Benfica - Houseview – Sociedade de Mediação Imobiliária, Lda - AMI 7868                ",Duplex,Venda,Usado,N/D,Benfica,Lisboa,Lisboa,3.0,0,60,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Portugal,Benfica,Estrada de Benfica,Not found,Not found,1500-109
182,289000,3.0,2.0,38.7734246363,-9.116420745800001,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Apartamento,Venda,Usado,Olivais Sul,Olivais,Lisboa,Lisboa,4.0,3,87,0.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Portugal,Olivais,Alameda da Encarnação,Not found,Not found,1800-190
183,148000,0.0,1.0,38.7652604107,-9.1571044921,"ERA Lumiar - Cardoso & Marco - Sociedade de Mediação Imobiliária, Lda - AMI 6615                ",Loja,"Venda, Arrendamento",Usado,N/D,Lumiar,Lisboa,Lisboa,0.0,0,149,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Lumiar,Rua José da Costa Pedreira,Not found,Not found,1750-147
184,520000,2.0,2.0,38.76787,-9.093761,ERA Expo / Portela - M3F - Med. Imob. Lda - AMI 4697                ,Apartamento,Venda,Usado,Parque das Nações - Expo Norte,Parque das Nações,Lisboa,Lisboa,3.0,2,105,0.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Parque das Nações,Rossio dos Olivais,Not found,Not found,1990
185,330000,4.0,2.0,38.7734246363,-9.116420745800001,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Apartamento,Venda,Usado,Olivais Sul,Olivais,Lisboa,Lisboa,5.0,4,121,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Olivais,Alameda da Encarnação,Not found,Not found,1800-190
186,440000,3.0,2.0,38.7058743895297,-9.19932246199107,"ERA Belém / Restelo - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Moradia,Venda,Usado,N/D,Ajuda,Lisboa,Lisboa,4.0,0,112,193.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Portugal,Ajuda,Rua do Jardim Botânico,Not found,Not found,1300-008
187,199000,2.0,1.0,38.751271984260796,-9.20268058773081,"ERA Benfica - Houseview – Sociedade de Mediação Imobiliária, Lda - AMI 7868                ",Apartamento,Venda,Usado,Aos Arneiros,Benfica,Lisboa,Lisboa,3.0,2,68,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Benfica,Estrada de Benfica,Not found,Not found,1500-109
188,169900,3.0,1.0,38.7418332673775,-9.10697937005432,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Apartamento,Venda,Usado,Marvila,Marvila,Lisboa,Lisboa,4.0,3,80,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Marvila,Rua da Quinta do Marquês de Abrantes,Not found,Not found,1950-363 MARVILA
189,399000,2.0,2.0,38.7734246363,-9.116420745800001,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Apartamento,Venda,Usado,Olivais Sul,Olivais,Lisboa,Lisboa,3.0,2,113,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Olivais,Alameda da Encarnação,Not found,Not found,1800-190
190,385000,3.0,1.0,38.76787,-9.093761,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Loft,Venda,Usado,Parque das Nações - Expo Sul,Parque das Nações,Lisboa,Lisboa,0.0,0,90,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Parque das Nações,Rossio dos Olivais,Not found,Not found,1990
191,460000,3.0,2.0,38.76787,-9.093761,"ERA Alvalade / Campo Grande - Próxima Casa S.M.I. , Lda - AMI 6626                ",Apartamento,Venda,Usado,Alvalade,Alvalade,Lisboa,Lisboa,6.0,3,115,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Portugal,Parque das Nações,Rossio dos Olivais,Not found,Not found,1990
192,539000,2.0,2.0,38.715489700000006,-9.167930300000002,"ERA Campo de Ourique / Amoreiras - Próxima Casa - S.M.I., Lda - AMI 6626                ",Apartamento,Venda,Usado,Campo de Ourique,Campo de Ourique,Lisboa,Lisboa,3.0,2,100,0.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Portugal,Campo de Ourique,Rua Azedo Gneco,Not found,Not found,1350-039
193,279000,2.0,1.0,38.6976537,-9.2045445,"ERA Belém / Restelo - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Apartamento,Venda,Usado,Pedrouços,Belém,Lisboa,Lisboa,0.0,2,60,30.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Portugal,Belém,Largo dos Jerónimos,Not found,Not found,1400-209
194,173000,2.0,1.0,38.705430649805,-9.179259538640961,"ERA Alcântara / Ajuda - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Apartamento,Venda,Usado,Alto Sto Amaro,Alcântara,Lisboa,Lisboa,0.0,2,36,24.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Portugal,Alcântara,Rua dos Lusíadas,Not found,Not found,1300-366
195,250000,2.0,2.0,38.7260490796279,-9.11273002616667,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Moradia,Venda,Usado,Beato,Beato,Lisboa,Lisboa,3.0,0,84,132.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Portugal,Beato,Beco dos Toucinheiros,Not found,Not found,1900-439
196,329000,2.0,1.0,38.751271984260796,-9.20268058773081,"ERA Benfica - Houseview – Sociedade de Mediação Imobiliária, Lda - AMI 7868                ",Apartamento,Venda,Usado,À Av. Uruguai,Benfica,Lisboa,Lisboa,3.0,2,70,0.0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Portugal,Benfica,Estrada de Benfica,Not found,Not found,1500-109
197,525000,2.0,2.0,38.76787,-9.093761,ERA Expo / Portela - M3F - Med. Imob. Lda - AMI 4697                ,Apartamento,Venda,Usado,Parque das Nações - Expo Norte,Parque das Nações,Lisboa,Lisboa,3.0,2,126,0.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Parque das Nações,Rossio dos Olivais,Not found,Not found,1990
198,110000,0.0,0.0,38.7652604107,-9.1571044921,"ERA Lumiar - Cardoso & Marco - Sociedade de Mediação Imobiliária, Lda - AMI 6615                ",Loja,Venda,Usado,N/D,Lumiar,Lisboa,Lisboa,0.0,0,53,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Lumiar,Rua José da Costa Pedreira,Not found,Not found,1750-147
199,350000,2.0,1.0,38.76787,-9.093761,"ERA Alvalade / Campo Grande - Próxima Casa S.M.I. , Lda - AMI 6626                ",Apartamento,Venda,Usado,Bairro de São Miguel,Alvalade,Lisboa,Lisboa,3.0,2,65,0.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Portugal,Parque das Nações,Rossio dos Olivais,Not found,Not found,1990
200,320000,1.0,1.0,38.7410926,-9.1471513,"ERA Avenidas Novas - IMONEMM- Mediação Imobiliária, Lda. - AMI 6121                ",Apartamento,Venda,Usado,Avenidas Novas,Avenidas Novas,Lisboa,Lisboa,2.0,1,44,0.0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Portugal,Campo Pequeno,Ciclovia Avenida de Berna,Not found,Not found,1050-036
201,300000,1.0,1.0,38.715489700000006,-9.167930300000002,"ERA Campo de Ourique / Amoreiras - Próxima Casa - S.M.I., Lda - AMI 6626                ",Apartamento,Venda,Usado,Campo de Ourique,Campo de Ourique,Lisboa,Lisboa,2.0,1,41,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Portugal,Campo de Ourique,Rua Azedo Gneco,Not found,Not found,1350-039
202,240000,1.0,1.0,38.7100523,-9.1590861,"ERA Campo de Ourique / Amoreiras - Próxima Casa - S.M.I., Lda - AMI 6626                ",Apartamento,Venda,Novo,Estrela,Estrela,Lisboa,Lisboa,2.0,1,29,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Portugal,Estrela,Rua das Trinas,Not found,Not found,1200-857
203,455000,8.0,3.0,38.72233189999999,-9.1326749,"ERA Alameda / Av. Roma - Próxima Casa - S.M.I., Lda - AMI 6626                ",Apartamento,Venda,Usado,Alameda/Arroios,Arroios,Lisboa,Lisboa,10.0,8,169,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Arroios,Rua Maria da Fonte,Not found,Not found,1170-220 LISBOA
204,159000,0.0,1.0,38.7206333,-9.1418613,"ERA Chiado / Lapa - M3F - Mediação Imobiliária, Lda - AMI 4697                ",Apartamento,Venda,Usado,Chiado,Santo António,Lisboa,Lisboa,1.0,0,26,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Arroios,Calçada do Moinho de Vento,Not found,Not found,1150-236
205,215000,1.0,1.0,38.715489700000006,-9.167930300000002,"ERA Campo de Ourique / Amoreiras - Próxima Casa - S.M.I., Lda - AMI 6626                ",Apartamento,Venda,Usado,Campo de Ourique,Campo de Ourique,Lisboa,Lisboa,0.0,1,45,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Campo de Ourique,Rua Azedo Gneco,Not found,Not found,1350-039
206,577000,3.0,2.0,38.760509574310795,-9.18367662275386,ERA Telheiras - ROFIMED - Sociedade de Mediação Imobiliária Lda - AMI 5404                ,Apartamento,Venda,Usado,Carnide,Carnide,Lisboa,Lisboa,4.0,3,0,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Portugal,Carnide,Largo da Luz,Not found,Not found,1600-576
207,185000,4.0,2.0,38.7734246363,-9.116420745800001,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Apartamento,Venda,Usado,Olivais Norte,Olivais,Lisboa,Lisboa,5.0,4,75,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Portugal,Olivais,Alameda da Encarnação,Not found,Not found,1800-190
208,192000,2.0,1.0,38.76787,-9.093761,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Apartamento,Venda,Usado,Parque das Nações,Parque das Nações,Lisboa,Lisboa,3.0,2,70,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Parque das Nações,Rossio dos Olivais,Not found,Not found,1990
209,149900,2.0,1.0,38.751271984260796,-9.20268058773081,"ERA Benfica - Houseview – Sociedade de Mediação Imobiliária, Lda - AMI 7868                ",Apartamento,Venda,Usado,N/D,Benfica,Lisboa,Lisboa,3.0,2,60,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Benfica,Estrada de Benfica,Not found,Not found,1500-109
210,420000,2.0,2.0,38.7498662969833,-9.17392730711595,"ERA Laranjeiras - Real Directo - S.M.I., Lda - AMI 3402                ",Apartamento,Venda,Usado,Loja do Cidadão - Laranjeiras,São Domingos de Benfica,Lisboa,Lisboa,3.0,2,116,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,São Domingos de Benfica,Avenida Lusíada,Not found,Not found,1600-995
211,430000,2.0,1.0,38.76787,-9.093761,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Apartamento,Venda,Usado,Parque das Nações - Expo Sul,Parque das Nações,Lisboa,Lisboa,3.0,2,85,0.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Parque das Nações,Rossio dos Olivais,Not found,Not found,1990
212,182500,0.0,1.0,38.76787,-9.093761,ERA Expo / Portela - M3F - Med. Imob. Lda - AMI 4697                ,Loja,Venda,Usado,Parque das Nações - Expo Norte,Parque das Nações,Lisboa,Lisboa,0.0,0,64,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Parque das Nações,Rossio dos Olivais,Not found,Not found,1990
213,315000,2.0,1.0,38.705430649805,-9.179259538640961,"ERA Alcântara / Ajuda - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Apartamento,Venda,Usado,Alto Sto Amaro,Alcântara,Lisboa,Lisboa,0.0,2,73,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Alcântara,Rua dos Lusíadas,Not found,Not found,1300-366
214,350000,3.0,2.0,38.7058743895297,-9.19932246199107,"ERA Belém / Restelo - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Duplex,Venda,Usado,N/D,Ajuda,Lisboa,Lisboa,4.0,0,71,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Ajuda,Rua do Jardim Botânico,Not found,Not found,1300-008
215,395000,3.0,2.0,38.715489700000006,-9.167930300000002,"ERA Campo de Ourique / Amoreiras - Próxima Casa - S.M.I., Lda - AMI 6626                ",Duplex,Venda,Construção,Campo de Ourique,Campo de Ourique,Lisboa,Lisboa,4.0,0,81,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Portugal,Campo de Ourique,Rua Azedo Gneco,Not found,Not found,1350-039
216,350000,3.0,1.0,38.7410926,-9.1471513,"ERA Avenidas Novas - IMONEMM- Mediação Imobiliária, Lda. - AMI 6121                ",Apartamento,Venda,Usado,Avenidas Novas,Avenidas Novas,Lisboa,Lisboa,4.0,3,90,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Campo Pequeno,Ciclovia Avenida de Berna,Not found,Not found,1050-036
217,249000,0.0,1.0,38.7206333,-9.1418613,"ERA Avenidas Novas - IMONEMM- Mediação Imobiliária, Lda. - AMI 6121                ",Escritório,Venda,Usado,Campo Mártires Pátria,Santo António,Lisboa,Lisboa,0.0,0,135,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Arroios,Calçada do Moinho de Vento,Not found,Not found,1150-236
218,191000,2.0,1.0,38.7058743895297,-9.19932246199107,"ERA Alcântara / Ajuda - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Apartamento,Venda,Usado,Ajuda,Ajuda,Lisboa,Lisboa,0.0,2,58,0.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Portugal,Ajuda,Rua do Jardim Botânico,Not found,Not found,1300-008
219,550000,3.0,3.0,38.6976537,-9.2045445,"ERA Belém / Restelo - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Apartamento,Venda,Novo,Belém,Belém,Lisboa,Lisboa,4.0,3,98,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Belém,Largo dos Jerónimos,Not found,Not found,1400-209
220,269000,0.0,1.0,38.72233189999999,-9.1326749,"ERA Avenidas Novas - IMONEMM- Mediação Imobiliária, Lda. - AMI 6121                ",Armazém,Venda,Usado,Arroios,Arroios,Lisboa,Lisboa,0.0,0,300,0.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Portugal,Arroios,Rua Maria da Fonte,Not found,Not found,1170-220 LISBOA
221,50000,0.0,0.0,38.7410926,-9.1471513,"ERA Avenidas Novas - IMONEMM- Mediação Imobiliária, Lda. - AMI 6121                ",Garagem,Venda,Usado,Avenidas Novas,Avenidas Novas,Lisboa,Lisboa,0.0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Portugal,Campo Pequeno,Ciclovia Avenida de Berna,Not found,Not found,1050-036
222,120000,0.0,1.0,38.7263671412,-9.1636276245,"ERA Campo de Ourique / Amoreiras - Próxima Casa - S.M.I., Lda - AMI 6626                ",Loja,Venda,Usado,Campolide,Campolide,Lisboa,Lisboa,0.0,0,0,17.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Campolide,Rua Professor Sousa da Câmara,Not found,Not found,1070-026
223,200000,1.0,1.0,38.7263671412,-9.1636276245,"ERA Campo de Ourique / Amoreiras - Próxima Casa - S.M.I., Lda - AMI 6626                ",Apartamento,Venda,Usado,Campolide,Campolide,Lisboa,Lisboa,2.0,1,36,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Campolide,Rua Professor Sousa da Câmara,Not found,Not found,1070-026
224,100000,0.0,1.0,38.76787,-9.093761,"ERA Olivais - M3F - Mediação Imobiliária, Lda. - AMI 4697                ",Loja,Venda,Usado,Parque das Nações,Parque das Nações,Lisboa,Lisboa,0.0,0,190,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Parque das Nações,Rossio dos Olivais,Not found,Not found,1990
225,495000,6.0,1.0,38.705430649805,-9.179259538640961,"ERA Alcântara / Ajuda - Reflexão Sensata - Mediação Imobiliária Unipessoal, Lda. - AMI 8555                ",Apartamento,Venda,Usado,Alcântara,Alcântara,Lisboa,Lisboa,0.0,6,150,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Portugal,Alcântara,Rua dos Lusíadas,Not found,Not found,1300-366
