Unnamed: 0,Price,Number of Bedrooms,WC,Latitude,Longitude,Agency,Property Type,Transaction Type,Status,Zone,Parish,County,Region,Number of Rooms,Typology,Floor area sq meter,Land area sq meter,Energy certification,vista,renovado,renovação,parqueamento,garagem,obras,remodelado,remodelação,com elevador,box,arrenda,arrendamento,inquilin,financiamento,logradouro,R/C,country,suburb,road,municipality,state,postcode
10,400000,0.0,0.0,38.7635398,-9.2013325,ERA Telheiras - ROFIMED - Sociedade de Mediação Imobiliária Lda - AMI 5404                ,Prédio,Venda,Usado,Pontinha,Pontinha e Famões,Odivelas,Lisboa,0.0,0,337,184.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
11,120000,1.0,1.0,38.7635398,-9.2013325,ERA Telheiras - ROFIMED - Sociedade de Mediação Imobiliária Lda - AMI 5404                ,Apartamento,Venda,Usado,Pontinha,Pontinha e Famões,Odivelas,Lisboa,2.0,1,46,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
12,80000,0.0,1.0,38.7635398,-9.2013325,ERA Telheiras - ROFIMED - Sociedade de Mediação Imobiliária Lda - AMI 5404                ,Loja,Venda,Usado,Pontinha,Pontinha e Famões,Odivelas,Lisboa,0.0,0,27,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
13,250000,0.0,0.0,38.7635398,-9.2013325,ERA Telheiras - ROFIMED - Sociedade de Mediação Imobiliária Lda - AMI 5404                ,Prédio,Venda,Usado,Pontinha,Pontinha e Famões,Odivelas,Lisboa,3.0,0,209,112.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
14,67000,0.0,2.0,38.7635398,-9.2013325,ERA Telheiras - ROFIMED - Sociedade de Mediação Imobiliária Lda - AMI 5404                ,Loja,Venda,Usado,Pontinha,Pontinha e Famões,Odivelas,Lisboa,0.0,0,53,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
15,110000,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Restaurante,Venda,Usado,Pontinha,Pontinha e Famões,Odivelas,Lisboa,0.0,0,162,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
16,92000,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Pontinha,Pontinha e Famões,Odivelas,Lisboa,0.0,0,309,309.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
17,125000,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Pontinha,Pontinha e Famões,Odivelas,Lisboa,0.0,0,306,306.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
18,319000,3.0,3.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Novo,Jardim Amoreira,Ramada e Caneças,Odivelas,Lisboa,4.0,3,107,0.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
19,102000,1.0,1.0,38.7918910756,-9.1829395294,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Apartamento,Venda,Usado,Odivelas,Odivelas,Odivelas,Lisboa,2.0,1,36,0.0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Portugal,Not found,Rua Combatentes do Ultramar,Odivelas,Not found,2675
20,260000,0.0,2.0,38.7635398,-9.2013325,ERA Telheiras - ROFIMED - Sociedade de Mediação Imobiliária Lda - AMI 5404                ,Restaurante,Venda,Usado,Pontinha,Pontinha e Famões,Odivelas,Lisboa,0.0,0,47,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
21,80000,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Vale Grande,Pontinha e Famões,Odivelas,Lisboa,0.0,0,0,236.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
22,76000,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Casal da Silveira,Pontinha e Famões,Odivelas,Lisboa,0.0,0,0,282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
23,400000,0.0,0.0,38.7635398,-9.2013325,ERA Telheiras - ROFIMED - Sociedade de Mediação Imobiliária Lda - AMI 5404                ,Prédio,Venda,Usado,Pontinha,Pontinha e Famões,Odivelas,Lisboa,0.0,0,337,184.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
24,99900,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Bairro Trigache Norte,Pontinha e Famões,Odivelas,Lisboa,0.0,0,313,313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
25,280000,3.0,2.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Usado,Caneças,Ramada e Caneças,Odivelas,Lisboa,4.0,3,174,0.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
26,80150,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Casal do Bispo,Pontinha e Famões,Odivelas,Lisboa,0.0,0,310,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
27,96000,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Bairro Saramagal Grande,Pontinha e Famões,Odivelas,Lisboa,0.0,0,219,374.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
28,139000,0.0,0.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Bairro Moinho do Baeta,Ramada e Caneças,Odivelas,Lisboa,0.0,0,720,720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
29,274000,3.0,2.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Usado,Jardim da Radial,Ramada e Caneças,Odivelas,Lisboa,4.0,3,136,0.0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
30,96150,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Famões,Pontinha e Famões,Odivelas,Lisboa,0.0,0,275,275.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
31,239000,3.0,2.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Usado,Serra da Amoreira,Ramada e Caneças,Odivelas,Lisboa,4.0,3,97,0.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
32,129000,0.0,0.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Bairro Tomada da Amoreira,Ramada e Caneças,Odivelas,Lisboa,0.0,0,368,368.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
33,60000,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Terreno,Venda,N/D,Bairro do Vale Grande,Pontinha e Famões,Odivelas,Lisboa,0.0,0,235,235.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
34,215000,3.0,2.0,38.8016253,-9.1614457,"ERA Loures Infantado - Andreia Costa Gonçalves Unipessoal, Lda - AMI 12912               ",Apartamento,Venda,Usado,Povoa Santo Adrião,Póvoa de Santo Adrião e Olival Basto,Odivelas,Lisboa,4.0,3,109,0.0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Portugal,Not found,Rua Padre José Anchieta,Odivelas,Not found,2660-439
35,329000,3.0,2.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Usado,Jardim Amoreira,Ramada e Caneças,Odivelas,Lisboa,4.0,3,116,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
36,128000,2.0,1.0,38.7918910756,-9.1829395294,ERA Odivelas Centro - UNITED 4 REAL - Soc. Mediação Imobiliária Lda - AMI 8980                ,Apartamento,Venda,Usado,Odivelas Metro,Odivelas,Odivelas,Lisboa,3.0,2,58,212.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Portugal,Not found,Rua Combatentes do Ultramar,Odivelas,Not found,2675
37,120000,1.0,1.0,38.7635398,-9.2013325,ERA Telheiras - ROFIMED - Sociedade de Mediação Imobiliária Lda - AMI 5404                ,Apartamento,Venda,Usado,Pontinha,Pontinha e Famões,Odivelas,Lisboa,2.0,1,46,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
38,80000,0.0,1.0,38.7635398,-9.2013325,ERA Telheiras - ROFIMED - Sociedade de Mediação Imobiliária Lda - AMI 5404                ,Loja,Venda,Usado,Pontinha,Pontinha e Famões,Odivelas,Lisboa,0.0,0,27,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
39,400000,0.0,0.0,38.8016253,-9.1614457,"ERA Loures Infantado - Andreia Costa Gonçalves Unipessoal, Lda - AMI 12912               ",Armazém,Venda,Usado,Olival Basto,Póvoa de Santo Adrião e Olival Basto,Odivelas,Lisboa,0.0,0,950,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Padre José Anchieta,Odivelas,Not found,2660-439
40,69400,0.0,0.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Arroteias,Ramada e Caneças,Odivelas,Lisboa,0.0,0,0,464.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
41,105000,1.0,1.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Usado,Carochia,Ramada e Caneças,Odivelas,Lisboa,2.0,1,56,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
42,155000,2.0,1.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Usado,Ramada,Ramada e Caneças,Odivelas,Lisboa,3.0,2,66,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
43,110000,2.0,1.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Usado,Quinta do Pinheiro,Pontinha e Famões,Odivelas,Lisboa,3.0,2,76,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
44,180000,3.0,2.0,38.8016253,-9.1614457,"ERA Loures Infantado - Andreia Costa Gonçalves Unipessoal, Lda - AMI 12912               ",Apartamento,Venda,Usado,Povoa Santo Adrião,Póvoa de Santo Adrião e Olival Basto,Odivelas,Lisboa,4.0,3,113,0.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Padre José Anchieta,Odivelas,Not found,2660-439
45,117000,2.0,1.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Usado,Bons Dias,Ramada e Caneças,Odivelas,Lisboa,3.0,2,88,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
46,250000,0.0,0.0,38.7635398,-9.2013325,ERA Telheiras - ROFIMED - Sociedade de Mediação Imobiliária Lda - AMI 5404                ,Prédio,Venda,Usado,Pontinha,Pontinha e Famões,Odivelas,Lisboa,3.0,0,209,112.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
47,120000,3.0,2.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Usado,N/D,Ramada e Caneças,Odivelas,Lisboa,4.0,3,76,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
48,117000,2.0,1.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Usado,Caneças,Ramada e Caneças,Odivelas,Lisboa,3.0,2,82,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
49,67000,0.0,2.0,38.7635398,-9.2013325,ERA Telheiras - ROFIMED - Sociedade de Mediação Imobiliária Lda - AMI 5404                ,Loja,Venda,Usado,Pontinha,Pontinha e Famões,Odivelas,Lisboa,0.0,0,53,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
50,125000,3.0,2.0,38.8016253,-9.1614457,"ERA Loures Infantado - Andreia Costa Gonçalves Unipessoal, Lda - AMI 12912               ",Apartamento,Venda,Usado,Povoa Santo Adrião,Póvoa de Santo Adrião e Olival Basto,Odivelas,Lisboa,4.0,3,83,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Portugal,Not found,Rua Padre José Anchieta,Odivelas,Not found,2660-439
51,100000,0.0,0.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Terreno,Venda,N/D,Arroteias,Ramada e Caneças,Odivelas,Lisboa,0.0,0,472,472.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
52,70000,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Terreno,Venda,N/D,Casal do Bispo,Pontinha e Famões,Odivelas,Lisboa,0.0,0,279,279.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
53,315000,3.0,4.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Moradia,Venda,Usado,N/D,Ramada e Caneças,Odivelas,Lisboa,5.0,0,179,362.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
54,55000,0.0,0.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Carrascais,Ramada e Caneças,Odivelas,Lisboa,0.0,0,360,360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
55,55000,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Bairro Saramagal Grande,Pontinha e Famões,Odivelas,Lisboa,0.0,0,261,261.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
56,295000,3.0,2.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Usado,Jardim Amoreira,Ramada e Caneças,Odivelas,Lisboa,4.0,3,125,0.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
57,52000,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Terreno,Venda,N/D,Bairro Vale Pequeno,Pontinha e Famões,Odivelas,Lisboa,0.0,0,205,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
58,449000,4.0,4.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Moradia,Venda,Usado,Casal do Bispo,Pontinha e Famões,Odivelas,Lisboa,4.0,0,232,599.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
59,120000,0.0,1.0,38.8016253,-9.1614457,"ERA Loures Infantado - Andreia Costa Gonçalves Unipessoal, Lda - AMI 12912               ",Armazém,Venda,Usado,Povoa Santo Adrião,Póvoa de Santo Adrião e Olival Basto,Odivelas,Lisboa,0.0,0,100,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Padre José Anchieta,Odivelas,Not found,2660-439
60,123000,3.0,2.0,38.8016253,-9.1614457,"ERA Loures Infantado - Andreia Costa Gonçalves Unipessoal, Lda - AMI 12912               ",Apartamento,Venda,Usado,Povoa Santo Adrião,Póvoa de Santo Adrião e Olival Basto,Odivelas,Lisboa,4.0,3,70,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Portugal,Not found,Rua Padre José Anchieta,Odivelas,Not found,2660-439
61,80000,0.0,0.0,38.8022506,-9.1913586,"ERA Loures - LOFTMG- Mediação Imob., Lda - AMI 12948               ",Armazém,Venda,Usado,Bairro São Jorge,Ramada e Caneças,Odivelas,Lisboa,0.0,0,152,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
62,320000,4.0,3.0,38.8022506,-9.1913586,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Usado,Bons Dias,Ramada e Caneças,Odivelas,Lisboa,5.0,4,153,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Rua Vasco Santana,Odivelas,Not found,2620-364
63,70000,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Terreno,Venda,N/D,Bairro do Vale Grande,Pontinha e Famões,Odivelas,Lisboa,0.0,0,220,310.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
64,70000,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Terreno,Venda,N/D,Bairro do Vale Grande,Pontinha e Famões,Odivelas,Lisboa,0.0,0,204,275.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
65,119900,1.0,1.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Apartamento,Venda,Usado,Casal da Serra,Pontinha e Famões,Odivelas,Lisboa,2.0,1,75,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
66,65000,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Casal da Silveira,Pontinha e Famões,Odivelas,Lisboa,0.0,0,292,292.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
67,390000,4.0,3.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Moradia,Venda,Usado,Casal do Bispo,Pontinha e Famões,Odivelas,Lisboa,5.0,0,170,282.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
68,86150,0.0,0.0,38.7635398,-9.2013325,"ERA Odivelas Norte - OHANA – Investimentos Imobiliários, Lda - AMI 12635               ",Lote,Venda,N/D,Casal do Bispo,Pontinha e Famões,Odivelas,Lisboa,0.0,0,259,259.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal,Not found,Avenida 25 de Abril,Odivelas,Not found,1675
