Price,Area,Baths,Beds,Latitude,Longitude,Month,Year,Country,Province,City,Rooms,TotalArea,PropertyType,OperationType
196650.0,120.0,3.0,2.0,-12.1058152,-77.0470226,1,2020,Perú,Lima,Lima,0.0,120.0,Departamento,Venta
43700.0,54.0,1.0,2.0,-11.8777292,-77.080287,1,2020,Perú,Lima,Lima,0.0,54.0,Departamento,Venta
201020.0,81.0,2.0,2.0,-12.1262483,-77.0251607,1,2020,Perú,Lima,Lima,0.0,81.0,Departamento,Venta
227240.0,94.0,2.0,2.0,-12.1221437948,-77.038933313,1,2020,Perú,Lima,Lima,0.0,94.0,Departamento,Venta
65550.0,90.0,3.0,2.0,-12.1647403,-76.9877118,1,2020,Perú,Lima,Lima,0.0,90.0,Departamento,Venta
56810.0,61.0,1.0,2.0,-16.4243476713,-71.5157953369,1,2020,Perú,Arequipa,Arequipa,0.0,61.0,Departamento,Venta
91770.0,90.0,2.0,2.0,-16.3758922,-71.5535819,1,2020,Perú,Arequipa,Arequipa,0.0,90.0,Departamento,Venta
485070.0,249.0,3.0,3.0,-12.0967482,-76.9824045,1,2020,Perú,Lima,Lima,0.0,249.0,Departamento,Venta
190960.0,119.0,3.0,3.0,-12.0889201,-76.9948924,1,2020,Perú,Lima,Lima,0.0,119.0,Departamento,Venta
80408.0,70.0,1.0,3.0,-12.155581,-76.9904638,1,2020,Perú,Lima,Lima,0.0,70.0,Departamento,Venta
131100.0,158.0,2.0,3.0,-12.0031234,-77.0567061,1,2020,Perú,Lima,Lima,0.0,158.0,Departamento,Venta
74290.0,64.0,2.0,3.0,-12.1601396,-76.9928697,1,2020,Perú,Lima,Lima,0.0,64.0,Departamento,Venta
124108.0,103.0,1.0,3.0,-12.1524594,-77.0187839,1,2020,Perú,Lima,Lima,0.0,103.0,Departamento,Venta
126730.0,95.0,2.0,3.0,-12.083007,-77.0193142,1,2020,Perú,Lima,Lima,0.0,95.0,Departamento,Venta
314640.0,160.0,3.0,3.0,-12.1274726,-77.032381,1,2020,Perú,Lima,Lima,0.0,160.0,Departamento,Venta
201020.0,123.0,3.0,3.0,-12.1106301,-76.9808575,1,2020,Perú,Lima,Lima,0.0,123.0,Departamento,Venta
214130.0,97.0,2.0,3.0,-12.1230371,-77.0089289,1,2020,Perú,Lima,Lima,0.0,97.0,Departamento,Venta
104880.0,144.0,2.0,3.0,-11.9885303,-77.0877437,1,2020,Perú,Lima,Lima,0.0,144.0,Departamento,Venta
183365.0,119.0,3.0,3.0,-12.0889201,-76.9948924,1,2020,Perú,Lima,Lima,0.0,119.0,Departamento,Venta
295412.0,170.0,3.0,3.0,-12.0967482,-76.9824045,1,2020,Perú,Lima,Lima,0.0,170.0,Departamento,Venta
58590.0,59.0,2.0,3.0,-12.0489024,-77.0691701,1,2020,Perú,Lima,Lima,0.0,59.0,Departamento,Venta
174800.0,132.0,4.0,3.0,-12.1196504,-76.97443,1,2020,Perú,Lima,Lima,0.0,132.0,Departamento,Venta
100510.0,120.0,2.0,3.0,-12.1670361,-76.9916406,1,2020,Perú,Lima,Lima,0.0,120.0,Departamento,Venta
26220.0,202.0,1.0,3.0,-5.2641324,-80.6761382,1,2020,Perú,Piura,Piura,0.0,202.0,Departamento,Venta
154563.404,167.0,4.0,3.0,-8.118227,-79.035548,1,2020,Perú,La-Libertad,Trujillo,0.0,167.0,Departamento,Venta
149444.386,157.0,4.0,3.0,-8.118227,-79.035548,1,2020,Perú,La-Libertad,Trujillo,0.0,157.0,Departamento,Venta
130920.83,130.0,3.0,3.0,-8.118227,-79.035548,1,2020,Perú,La-Libertad,Trujillo,0.0,130.0,Departamento,Venta
174800.0,90.0,3.0,4.0,-12.0452944248,-76.9853844721,1,2020,Perú,Lima,Lima,0.0,243.0,Casa,Venta
